6366470000000H
-5940
-5940
-5940
-5940
-5940
-5940
-5940
-5940
-5940
-5940
-5940
-5940
-5940
-5940
-5940
-5940
-5940
-5940
-5940
-5940
-5940
-5940
-5940
-5940
